SMILES,DrugBank,Name,CAS,Predict_RF_ECFP_reg,Predict_RF_MACCS_reg,Predict_GCN_reg,Predict_GAT_reg,Predict_MPNN_reg,Predict_AttentiveFP_reg,Avg. Prediction,DrugBank,CTD,Pubmed
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,DB06635,Otamixaban,193153-04-7,5.231370982,4.657472117,4.8960743,4.9859505,4.412669,4.892378,4.845985816,,,
Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,DB04243,TMP,,5.304100772,5.155287749,4.8049345,4.6874537,4.8333106,4.2906322,4.845953253,,,
Nc1ccc(Br)cc1C(=O)N1CCC[C@@H]1Cc1ccccc1Cl,DB08580,4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline,,4.898961307,4.501207019,4.638402,5.156308,4.83344,5.047282,4.845933388,,,
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,DB01017,Minocycline,10118-90-8,4.736972967,4.762604386,4.5474896,5.2680993,4.819437,4.9405017,4.845850825,,,
CNNCc1ccc(C(=O)NC(C)C)cc1,DB01168,Procarbazine,671-16-9,4.874986421,4.4464416,4.255305,4.4732475,6.0763063,4.947732,4.845669804,,,
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,DB16055,PT-2385,1672665-49-4,4.850648998,4.721248446,4.7713733,4.9179726,4.4546604,5.3580055,4.845651541,,,
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,DB00221,Isoetharine,79490-84-9,4.154301411,4.527666165,5.3933415,5.088819,5.325176,4.584511,4.845635846,,,
C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)coc2c1,DB02339,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,,4.777670711,5.271773844,4.437368,4.9651904,4.601539,5.0202456,4.845631259,,,
Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)nc1N,DB01995,5-methylcytidine 5'-monophosphate,3590-36-1,5.312208507,5.368910021,4.422325,4.733261,4.765269,4.4713554,4.845554821,,,
O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O,DB02742,Kifunensine,109944-15-2,5.315790925,4.899495756,4.920604,4.716076,4.774974,4.4463573,4.845549664,,,
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1cc(OC)c(OC)c(OC)c1,DB01723,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",,4.927456366,4.599677729,5.0239573,4.878051,4.9271064,4.715577,4.845304299,,,
NCCCC[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)c2cc([N+](=O)[O-])ccc2OCC[C@@H](C(=O)NCC(=O)O)NC1=O,DB12441,Tavilermide,263251-78-1,4.404256499,4.80989303,4.929319,5.1204977,4.807807,4.998479,4.845042038,,,
CCCCO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1cc(C)c(=O)[nH]c1=O,DB04587,2'-O-butyl-5-methyluridine,,4.998864427,5.202815434,4.82349,4.712454,4.9474216,4.3845587,4.844934027,,,
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,DB13382,Chlorproethazine,1984/1/5,4.652554971,4.620529254,4.8808804,5.1271586,4.7731347,5.0153227,4.844930104,,,
CCCCCCCCNC(=S)N1[C@H]2CO[C@@H]1[C@H](O)[C@@H](O)[C@@H]2O,DB08260,"(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide",,4.604223733,4.839240366,4.4412193,4.564977,5.9468374,4.6730094,4.844917867,,,
C=CCN(C)C/C=C/COc1ccc2c(-c3ccc(Br)cc3)coc2c1,DB03771,Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine,,4.65404952,5.291993217,4.566158,5.016228,4.637922,4.902443,4.844798956,,,
CN(C)C(=O)CCn1nc(Nc2ccc3c(c2)OC(F)(F)O3)nc1-c1ccncc1,DB11867,JNJ-39393406,953428-73-4,5.217223715,5.10864174,4.3886366,4.461198,4.9826684,4.9086304,4.844499809,,,
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Nc1ccc([123I])cc1)C(=O)O)C(=O)O,DB12994,MIP-1095 I-123,949575-25-1,4.868098396,5.110038857,4.664408,4.8283315,4.7917075,4.803609,4.844365542,,,
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,DB00911,Tinidazole,19387-91-8,4.677410174,4.829889229,5.145044,4.752787,4.991267,4.669672,4.8443449,,,
O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](CCc1ccccc1)[C@@H](O)[C@H](O)[C@@H](CCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,DB02704,"(2R,3R,4R,5R)-3,4-Dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",,4.687615406,4.771824374,4.45544,4.9490433,5.312619,4.888878,4.84423668,,,
CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,DB11400,Doramectin,117704-25-3,4.777966283,4.243808494,4.70255,4.249635,5.493423,5.5977287,4.844185246,,,
Clc1ccc2c(c1Nc1ccnc(Nc3cccc(N4CCOCC4)c3)n1)OCO2,DB07255,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE",,4.854961818,4.894308161,4.6182995,5.2693944,4.2235746,5.2042217,4.844126697,,,
O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,DB08173,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,,4.984011418,4.729507014,4.546408,4.749627,5.3349957,4.7199364,4.844080922,,,
O=C(O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4)cc21)C(=O)NC3=O,DB07265,"3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID",,4.65868512,5.027308764,4.6164656,5.5286436,4.7601285,4.472602,4.843972264,,,
CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,DB12245,Triclabendazole,68786-66-3,4.737521506,4.331375043,4.8134575,4.73451,5.3264904,5.11994,4.843882408,,,
Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,DB14856,PF-05089771,1235403-62-9,4.878793787,4.727892952,4.7770185,4.728333,4.8734107,5.07784,4.84388149,,,
N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)O)C(=O)NCC(=O)O)C(=O)O,DB03003,Glutathione sulfonic acid,3773/7/7,4.972608186,3.882155899,5.0160313,5.4274654,5.1900253,4.5748243,4.843851731,,,
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,DB00714,Apomorphine,58-00-4,5.097717306,4.59695121,4.7414994,4.801633,5.162169,4.6629524,4.843820386,,,
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,DB16927,S-Apomorphine,39478-62-1,5.097717306,4.59695121,4.7414994,4.801633,5.162169,4.6629524,4.843820386,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[Se]CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,DB03423,S-Adenosyl-L-Homoselenocysteine,,4.580706323,5.073124415,4.470357,4.908167,4.9948483,5.035669,4.843812006,,,
CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,DB02388,"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",,4.852160107,4.740945576,4.4008174,4.8688316,4.510041,5.6886406,4.843572714,,,
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,DB14924,PF-06651600,1792180-81-4,4.5240961,4.886473233,5.1929507,4.850934,4.845793,4.7607775,4.843504089,,,
OB1OCc2cc(Cl)ccc21,DB12810,AN-2718,174672-06-1,4.527422474,4.13486933,5.8965874,4.8847876,5.6080456,4.0084395,4.843358651,,,
N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12,DB07204,"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE",,4.61291111,4.651993289,4.486661,5.4753814,5.055061,4.778143,4.843358466,,,
Cc1ccc(Nc2nccc(-c3ccnc(N4CCN(CCN)CC4)c3)n2)cc1Cl,DB03916,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,,4.730151871,4.634940704,5.2840543,4.776161,4.5484324,5.0843487,4.843014829,,,
O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](S[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)C2O)cc1,DB03990,4'-nitrophenyl-3i-thiolaminaritrioside,,4.528829325,4.700378184,5.12332,4.0688505,5.222102,5.414237,4.842952835,,,
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,DB04348,Taurocholic acid,81-24-3,4.924587939,4.246924812,5.0847683,5.0456696,5.1687255,4.585558,4.842705692,,,
Cc1ccn(-c2ccc3c(c2)NCC3(C)C)c(=O)c1-c1ccc2nc(N)ncc2c1,DB07514,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one",,4.969194134,4.860472155,5.038533,4.697364,4.856883,4.6337814,4.842704615,,,
[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H],DB15141,Deutivacaftor,1413431-07-8,4.094807531,4.843044594,5.5236373,5.442861,3.9424515,5.207751,4.842425488,,,
COCCOc1cc(Cn2c(C(=O)O)c(-c3ccc(C(C)(C)C)cc3)c3ccccc32)cc(OCCOC)c1,DB12654,GSK-376501,1010412-80-2,5.181795397,4.59152401,4.733708,5.053168,4.7513776,4.7428684,4.842406901,,,
Nc1nnc(CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)o1,DB16446,Vafidemstat,1357362-02-7,4.710772424,4.404794565,5.0991745,4.0133486,5.8772078,4.9489193,4.842369532,,,
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,DB00590,Doxazosin,74191-85-8,4.967699976,5.036152334,4.333706,4.6155214,4.9842086,5.1157465,4.842172468,,,
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,DB00806,Pentoxifylline,6493/5/6,5.022917722,4.921227638,4.6572986,4.736115,4.8375993,4.8777432,4.842150243,,,
CCOc1ccccc1Sc1ccc(-c2ccnc(N3CCN(C(C)=O)CC3)c2)cc1[N+](=O)[O-],DB02177,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,,4.70409821,4.891388491,4.7591033,4.847327,4.4738274,5.377132,4.842146067,,,
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,DB01452,Diamorphine,561-27-3,4.900439497,4.694136835,4.9469213,4.690706,5.1642756,4.656325,4.842134039,,,
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,DB01610,Valganciclovir,175865-60-8,4.677261174,5.223800079,4.471385,5.0711823,4.5238237,5.085309,4.842126876,,,
CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S@@+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,DB16335,Sulopenem etzadroxil,1000296-70-7,4.792328161,4.858082425,4.515917,4.6651115,4.913264,5.3080287,4.842121964,,,
CCCNC(=O)c1nnc2c(-c3c(F)cccc3OC)cccc2c1N,DB13994,AZD-7325,942437-37-8,5.007825223,5.376524681,4.6003017,4.8916326,4.1987576,4.9774504,4.842082034,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O,DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",,5.353821968,5.015483709,4.632334,4.795967,4.639023,4.615519,4.842024779,,,
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,DB00817,Rosoxacin,40034-42-2,5.047122483,4.795615429,4.814076,4.685772,4.9900374,4.7187223,4.841890935,,,
CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,DB15491,Oxazolam,24143-17-7,5.058137756,4.975183557,4.3809834,4.593897,5.4107084,4.632353,4.841877186,,,
O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,DB01720,(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,639517-90-1,4.895176561,4.820270623,4.3124747,4.6072965,5.7507324,4.6652355,4.841864381,,,
O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@@H](C[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)OCc1ccccc1,DB04190,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]",,4.798945885,4.653951928,4.6082335,4.8439503,5.2268677,4.9189262,4.841812585,,,
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,DB13437,Medazepam,2898/12/6,4.855464677,5.491137076,4.6684394,4.499745,5.1703653,4.3657236,4.841812509,,,
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,DB13744,Piromidic acid,19562-30-2,4.496641365,4.585503664,4.8998265,4.9729104,5.1309996,4.9648237,4.841784205,,,
CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12,DB04909,Sitamaquine,57695-04-2,4.564606372,4.654163366,4.69549,4.687719,5.3245816,5.123516,4.84167939,,,
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,DB15170,Evobrutinib,1415823-73-2,4.752324157,4.959234268,4.6553345,4.910899,4.882207,4.889488,4.841581154,,,
NC(=[NH2+])c1ccc2[nH]c(-c3cc(F)ccc3[O-])nc2c1,DB02875,CRA_1802,,4.710836319,5.08071749,4.7058992,4.6202707,5.1326585,4.798008,4.841398368,,,
Nc1c(F)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1Cl,DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",,4.616136448,5.001551256,5.0360866,4.8861637,4.794042,4.7132025,4.841197084,,,
O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,DB06185,Forodesine,209799-67-7,4.406590009,5.119374683,5.2281485,4.7152405,5.052419,4.5246077,4.841063399,,,
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,DB08861,DPDPE,88373-73-3,4.850483976,4.761423384,4.8013473,4.5978203,5.2186184,4.816398,4.841015227,,,
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,DB00471,Montelukast,158966-92-8,4.589142443,4.691124859,4.9219227,5.3046703,4.801377,4.7371554,4.840898784,,,
CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,DB09209,Pholcodine,509-67-1,4.908974129,4.808956443,4.7517424,4.529292,5.5135536,4.5326157,4.840855712,,,
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,DB00584,Enalapril,75847-73-3,4.659415564,4.937712534,4.900427,4.7201815,5.1810265,4.6458974,4.84077675,,,
CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,DB08463,(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol,,4.773612828,4.70751219,4.651482,4.8066845,4.9252067,5.1801577,4.840775986,,,
CC[C@@H](NC(C)C)[C@@H](O)c1ccc(O)c2[nH]c(=O)ccc12,DB01366,Procaterol,72332-33-3,4.642570839,5.738874244,5.230731,4.6077003,4.3389497,4.4846287,4.840575797,,,
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,DB15427,Fialuridine,69123-98-4,4.329424532,5.050637766,5.0330243,4.9583583,4.919902,4.75031,4.84027615,,,
C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)COC(C)=O)C[C@H](O)[C@]3(C)/C=C3/[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1O,DB01780,Fusicoccin,20108-30-9,4.697195884,4.367125735,4.966658,4.459713,5.3652453,5.1855726,4.840251753,,,
Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12,DB14844,Dordaviprone,1616632-77-9,4.75870748,4.679142335,5.041473,4.688812,5.1314993,4.7418504,4.840247419,,,
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,DB16739,MK-886,118414-82-7,4.902832944,5.058509515,4.7910423,4.836862,4.3718414,5.0794215,4.840084943,,,
CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DB15299,Navtemadlin,1352066-68-2,5.024539694,4.655004677,4.7178335,4.687764,4.9961886,4.9587646,4.840015845,,,
CC1(C)CC(=O)c2sc(N3CCOCC3)nc2C1,DB07073,"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one",,4.846121867,4.665135232,4.7800474,5.02381,4.901963,4.8228064,4.83998065,,,
O=C([C@@H]1CC(F)(F)CN1C(=O)CCN1C(=O)c2ccccc2C1=O)N1CCCC1,DB08739,"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione",,4.391461683,4.899581351,4.4648757,4.9453297,5.3780046,4.95947,4.839787172,,,
CC(C)OC(=O)[C@H](O)[C@@H](N)CC1CCCCC1,DB08288,CYCLOHEXYL-NORSTATINE,,4.912463663,4.398221464,4.4207735,4.85752,5.9110065,4.538439,4.839737355,,,
Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1,DB08387,Mardepodect,898562-94-2,4.894197842,4.760650987,4.9786906,5.039528,4.839097,4.5248857,4.839508355,,,
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,DB00920,Ketotifen,34580-13-7,4.511623007,5.132345673,4.751954,4.7469273,5.0572,4.836403,4.83940883,,,
CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,DB13793,Vinburnine,4880-88-0,4.592716463,4.516937695,4.756572,5.090254,5.0011125,5.0781436,4.839289376,,,
CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)[C@H](O)[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,DB13571,Pentamycin,6834-98-6,5.027540591,4.240372116,4.651321,4.161341,4.922301,6.0321913,4.839177835,,,
CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,DB09192,Tandamine,42408-80-0,4.77373314,4.92210824,3.8756213,4.882015,5.505891,5.0756593,4.83917133,,,
Cn1ccnc1Sc1cc(C(=O)Nc2nccs2)c(N)cc1F,DB08210,"2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE",,4.469497995,5.109024791,5.047871,5.0433807,4.5519423,4.8125896,4.839051064,,,
Cc1cc(C)cc(Oc2c(CSCc3ccco3)c(C)[nH]c(=O)c2I)c1,DB08457,"4-(3,5-DIMETHYLPHENOXY)-5-(FURAN-2-YLMETHYLSULFANYLMETHYL)-3-IODO-6-METHYLPYRIDIN-2(1H)-ONE",,4.464570558,5.092415569,4.4772606,5.166198,5.183235,4.6500354,4.838952521,,,
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,DB02456,Aracytidine 5'-monophosphate,7075/11/8,5.302953401,5.372926956,4.458772,4.684263,4.799438,4.415285,4.838939726,,,
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,DB03403,Cytidine-5'-Monophosphate,63-37-6,5.302953401,5.372926956,4.458772,4.684263,4.799438,4.415285,4.838939726,,,
CO[C@]12C=C[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,DB01480,Cyprenorphine,4406-22-8,4.858706471,4.883110115,4.801105,4.687379,5.523968,4.2792053,4.838912314,,,
Cc1nc(N)nc2c1/C(=N/O)C[C@@H](c1ccc(F)cc1-c1cccnc1)C2,DB08197,"(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime",,4.66652285,4.638075553,4.650193,4.8518906,5.2411,4.9847994,4.838763567,,,
Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,DB14885,PF-05180999,1394033-54-5,4.351278437,5.268354799,4.786331,5.338332,4.4920278,4.7961416,4.838744273,,,
Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1,DB07642,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",,4.805580962,4.749223255,4.6778274,4.996525,4.72572,5.0772686,4.83869087,,,
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,DB11896,Gedatolisib,1197160-78-3,4.456632416,4.944257122,4.2165704,4.8552365,5.067802,5.4908686,4.838561173,,,
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+],DB11183,Light green SF yellowish,5141-20-8,4.358797218,4.63112401,5.0171056,5.2321243,4.5170946,5.2735877,4.838305571,,,
COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,DB15465,Benzhydrocodone,1259440-61-3,5.185477792,4.580610224,4.716186,4.840318,4.801571,4.9035454,4.837951403,,,
CC(C)[C@](O)(c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1)c1cnn[nH]1,DB12275,Seviteronel,1610537-15-9,4.717154884,4.655983492,4.8208504,4.7515354,4.8147516,5.267072,4.837891296,,,
Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl,DB07601,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",,4.803160002,5.116709948,4.286867,5.083676,4.6886835,5.0480313,4.837854625,,,
O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,DB12255,Vadadustat,1000025-07-9,4.940754048,4.825535699,4.7267737,4.996768,4.999388,4.5373344,4.837758974,,,
O=C(O)CO/N=C1\C2=CC=CCC2=N\C1=C1/C(=O)N=C2CC=CC=C21,DB07949,"({[(3E)-2'-Oxo-2',7'-dihydro-2,3'-biindol-3(7H)-ylidene]amino}oxy)acetic acid",,4.661172464,5.454368026,4.5730286,5.0518527,4.839905,4.4449205,4.837541215,,,
N#CC(c1ccc(F)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,DB12663,Letrazuril,103337-74-2,5.063509157,4.865981357,4.6601596,4.709655,4.7412095,4.9842777,4.837465386,,,
O=C([O-])O.O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Na+],DB13379,Chiniofon,8002-90-2,4.582686611,4.75023121,4.890389,5.116754,4.819502,4.865097,4.837443303,,,
O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,DB03791,GW-3965,405911-09-3,4.758272488,5.00816249,4.8363137,5.389709,4.2012496,4.8301725,4.837313296,,,
CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,DB12264,Atevirdine,136816-75-6,4.707030629,5.760223055,4.8652253,4.239764,4.533312,4.917947,4.837250331,,,
C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,DB08756,Y-27632,146986-50-7,4.256607456,4.541677775,4.9259186,4.973954,5.565416,4.7598467,4.837236755,,,
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,DB01330,Cefotetan,69712-56-7,5.435482602,4.915186051,3.8969388,5.280155,4.620143,4.874678,4.837097242,,,
CN(C)c1cccc2c(S(=O)(=O)N[C@@H](Cc3ccc(OS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)C(=O)O)cccc12,DB03157,"N,O-didansyl-L-tyrosine",,4.702106539,4.66818363,4.8797345,4.6377983,4.9643583,5.169447,4.836938045,,,
